LOT,LOT_DATA_COLLECT_DATE,ENTITY,MONITOR_SET_NAME,TEST_NAME,MEASUREMENT_SET_NAME,LO_CONTROL_LMT,UP_CONTROL_LMT,RESIST,CHART_PT_VALID_FLAG,CR_VALUE,RAW_WAFER,X_COORDINATE,Y_COORDINATE,SLOT
LCTW01519,2026-03-09 01:44:59,TTG621,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3363.169922,AANBD121TEA3,71.2039,127.428,19
LCTW01519,2026-03-09 01:44:59,TTG621,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3367.290039,AANBD121TEA3,0.0067,127.428,19
LCTW01519,2026-03-09 01:44:59,TTG621,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3380.350098,AANBD121TEA3,-57.9062,136.2,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3387.959961,AANBC116TEC0,-57.9062,-136.2,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3368.070068,AANBC116TEC0,0.0067,-134.7529999,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3384.889893,AANBC116TEC0,57.9062,-136.2,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3368.199951,AANBC116TEC0,96.51,-96.51,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3376.189941,AANBC116TEC0,19.3019,-96.51,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3374.620117,AANBC116TEC0,-57.9062,-96.51,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3389.73999,AANBC116TEC0,-136.2,-57.9062,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.129883,AANBC116TEC0,-96.51,-57.9062,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.040039,AANBC116TEC0,-47.4578,-36.4348,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3381.040039,AANBC116TEC0,-19.3019,-57.9062,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.47998,AANBC116TEC0,71.2039,-69.2075,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3370.679932,AANBC116TEC0,142.401,-36.4348,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3378.26001,AANBC116TEC0,71.2039,-3.6622,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3386.360107,AANBC116TEC0,19.3019,-19.3019,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3372.820068,AANBC116TEC0,-118.655,-3.6622,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.330078,AANBC116TEC0,-57.9062,19.3019,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3384.570068,AANBC116TEC0,0.0067,-3.6622,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3386.620117,AANBC116TEC0,19.3019,19.3019,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.580078,AANBC116TEC0,96.51,19.3019,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3366.110107,AANBC116TEC0,136.2,19.3019,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3385.540039,AANBC116TEC0,136.2,57.9062,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.159912,AANBC116TEC0,94.9361,61.8829,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3377.570068,AANBC116TEC0,57.9062,57.9062,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3382.280029,AANBC116TEC0,-19.3019,57.9062,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3377.199951,AANBC116TEC0,-71.1902,61.8829,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3392.51001,AANBC116TEC0,-136.2,57.9062,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3368.570068,AANBC116TEC0,-96.51,96.51,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3374.320068,AANBC116TEC0,-57.9062,96.51,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.709961,AANBC116TEC0,19.3019,96.51,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3367.26001,AANBC116TEC0,71.2039,127.428,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3369.120117,AANBC116TEC0,0.0067,127.428,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3389.959961,AANBC116TEC0,-57.9062,136.2,19
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3385.629883,AANBC120TED1,-57.9062,-136.2,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3364.929932,AANBC120TED1,0.0067,-134.7529999,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3384.51001,AANBC120TED1,57.9062,-136.2,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3364.389893,AANBC120TED1,96.51,-96.51,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3374.659912,AANBC120TED1,19.3019,-96.51,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3372.209961,AANBC120TED1,-57.9062,-96.51,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3386.530029,AANBC120TED1,-136.2,-57.9062,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3371.389893,AANBC120TED1,-96.51,-57.9062,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3380.52002,AANBC120TED1,-47.4578,-36.4348,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3380.77002,AANBC120TED1,-19.3019,-57.9062,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.939941,AANBC120TED1,71.2039,-69.2075,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3368.580078,AANBC120TED1,142.401,-36.4348,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3377.77002,AANBC120TED1,71.2039,-3.6622,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3384.100098,AANBC120TED1,19.3019,-19.3019,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3371.22998,AANBC120TED1,-118.655,-3.6622,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.830078,AANBC120TED1,-57.9062,19.3019,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3382.48999,AANBC120TED1,0.0067,-3.6622,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3383.939941,AANBC120TED1,19.3019,19.3019,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.939941,AANBC120TED1,96.51,19.3019,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3363.919922,AANBC120TED1,136.2,19.3019,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3384.090088,AANBC120TED1,136.2,57.9062,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3372.77002,AANBC120TED1,94.9361,61.8829,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.429932,AANBC120TED1,57.9062,57.9062,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.580078,AANBC120TED1,-19.3019,57.9062,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.879883,AANBC120TED1,-71.1902,61.8829,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3388.629883,AANBC120TED1,-136.2,57.9062,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3366.620117,AANBC120TED1,-96.51,96.51,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.48999,AANBC120TED1,-57.9062,96.51,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.320068,AANBC120TED1,19.3019,96.51,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3364.27002,AANBC120TED1,71.2039,127.428,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3369.280029,AANBC120TED1,0.0067,127.428,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3388.469971,AANBC120TED1,-57.9062,136.2,21
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3389.169922,AANBC129TEE4,-57.9062,-136.2,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3367.889893,AANBC129TEE4,0.0067,-134.7529999,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3388.709961,AANBC129TEE4,57.9062,-136.2,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3368.169922,AANBC129TEE4,96.51,-96.51,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.969971,AANBC129TEE4,19.3019,-96.51,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3372.090088,AANBC129TEE4,-57.9062,-96.51,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3390.370117,AANBC129TEE4,-136.2,-57.9062,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.419922,AANBC129TEE4,-96.51,-57.9062,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3378.320068,AANBC129TEE4,-47.4578,-36.4348,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3378.790039,AANBC129TEE4,-19.3019,-57.9062,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3376.030029,AANBC129TEE4,71.2039,-69.2075,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3369.439941,AANBC129TEE4,142.401,-36.4348,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3378.550049,AANBC129TEE4,71.2039,-3.6622,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3382.699951,AANBC129TEE4,19.3019,-19.3019,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3371.77002,AANBC129TEE4,-118.655,-3.6622,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.330078,AANBC129TEE4,-57.9062,19.3019,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3387.679932,AANBC129TEE4,0.0067,-3.6622,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3386.52002,AANBC129TEE4,19.3019,19.3019,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3376.629883,AANBC129TEE4,96.51,19.3019,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3367.290039,AANBC129TEE4,136.2,19.3019,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3389.669922,AANBC129TEE4,136.2,57.9062,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3372.439941,AANBC129TEE4,94.9361,61.8829,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3377.25,AANBC129TEE4,57.9062,57.9062,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.139893,AANBC129TEE4,-19.3019,57.9062,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3374.47998,AANBC129TEE4,-71.1902,61.8829,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3394.5,AANBC129TEE4,-136.2,57.9062,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3366.389893,AANBC129TEE4,-96.51,96.51,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3372.389893,AANBC129TEE4,-57.9062,96.51,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.149902,AANBC129TEE4,19.3019,96.51,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3366.100098,AANBC129TEE4,71.2039,127.428,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3370.52002,AANBC129TEE4,0.0067,127.428,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3394.97998,AANBC129TEE4,-57.9062,136.2,20
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3390.429932,AANBC121TEA0,-57.9062,-136.2,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3367.419922,AANBC121TEA0,0.0067,-134.7529999,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3389.73999,AANBC121TEA0,57.9062,-136.2,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3367.919922,AANBC121TEA0,96.51,-96.51,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3376.659912,AANBC121TEA0,19.3019,-96.51,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.550049,AANBC121TEA0,-57.9062,-96.51,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3393.030029,AANBC121TEA0,-136.2,-57.9062,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.149902,AANBC121TEA0,-96.51,-57.9062,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.179932,AANBC121TEA0,-47.4578,-36.4348,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3380.23999,AANBC121TEA0,-19.3019,-57.9062,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3376.350098,AANBC121TEA0,71.2039,-69.2075,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3370.129883,AANBC121TEA0,142.401,-36.4348,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3378.409912,AANBC121TEA0,71.2039,-3.6622,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3384.350098,AANBC121TEA0,19.3019,-19.3019,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3372.070068,AANBC121TEA0,-118.655,-3.6622,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3379.360107,AANBC121TEA0,-57.9062,19.3019,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3390.350098,AANBC121TEA0,0.0067,-3.6622,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3385.899902,AANBC121TEA0,19.3019,19.3019,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3376.540039,AANBC121TEA0,96.51,19.3019,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3364.840088,AANBC121TEA0,136.2,19.3019,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3387.969971,AANBC121TEA0,136.2,57.9062,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3373.27002,AANBC121TEA0,94.9361,61.8829,22
J427T800,2026-03-09 10:16:11,TTG626,KRF.RESIST_THICKNESS.MFG.MON,MFGM484CDTFK,KRF.THICKNESS.MFG,3355,3395,M484C,Y,3375.48999,AANBC121TEA0,57.9062,57.9062,22
